work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,260000,260000,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,USD,156000,156000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,124000,124000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,132600,132600,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,308000,308000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,190400,190400,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,155000,155000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,136000,136000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,75000,75000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500,214500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600,132600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,111000,111000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,104000,104000,United States,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,260000,260000,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,85000,85000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,180250,180250,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,118000,118000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,212800,212800,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,111600,111600,United States,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,USD,157500,157500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,132500,132500,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,85000,85000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,93918,93918,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,51962,51962,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,171000,171000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,152000,152000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,223600,223600,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,115000,115000,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,73100,73100,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Developer,BI and Visualization,USD,140000,140000,United States,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Developer,BI and Visualization,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130900,130900,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,72700,72700,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,333500,333500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,144000,144000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,180000,180000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,118200,118200,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,354200,354200,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,221800,221800,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,73000,73000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,156600,156600,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,137200,137200,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,149000,149000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,65300,65300,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,187000,187000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,180000,180000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,119636,119636,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70374,70374,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,67000,67000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,102000,102000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,94770,94770,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,186000,186000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,81800,81800,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,133000,133000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,58400,58400,United States,Entry-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,169900,169900,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,164100,164100,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,305600,305600,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,172500,172500,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,EUR,34800,37573,Netherlands,Entry-level,Full-time,Remote,Netherlands,M
2022,AI Research Engineer,Data Science and Research,GBP,30000,36940,United Kingdom,Entry-level,Full-time,Remote,United Kingdom,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,180240,180240,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,120160,120160,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212000,212000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,93400,93400,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,275000,275000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,119000,119000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,71400,71400,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,115950,115950,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,69570,69570,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,225100,225100,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140900,140900,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Consultant,Data Science and Research,USD,116000,116000,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,90000,90000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212000,212000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,93300,93300,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,179000,179000,United States,Mid-level,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,144000,144000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,250800,250800,United States,Entry-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,167200,167200,United States,Entry-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,144000,144000,United States,Mid-level,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,76000,76000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Lead,Leadership and Management,USD,230000,230000,United States,Executive,Full-time,In-person,United States,M
2023,Data Lead,Leadership and Management,USD,180000,180000,United States,Executive,Full-time,In-person,United States,M
